,names,scores,logfoldchanges,pvals,pvals_adj
12111,AC011933.3,0.0,0.0,1.0,1.0
12112,AC097103.1,0.0,0.0,1.0,1.0
12113,ANGPTL5,0.0,0.0,1.0,1.0
12114,ZG16B,0.0,0.0,1.0,1.0
12115,AC011899.1,0.0,0.0,1.0,1.0
12116,AC093516.1,0.0,0.0,1.0,1.0
12117,AC092059.1,0.0,0.0,1.0,1.0
12118,CALCR,0.0,0.0,1.0,1.0
12119,PIK3CD-AS1,0.0,0.0,1.0,1.0
12120,ANHX,0.0,0.0,1.0,1.0
12121,OR13C4,0.0,0.0,1.0,1.0
12122,OR13C3,0.0,0.0,1.0,1.0
12123,AC092053.5,0.0,0.0,1.0,1.0
12124,CALHM1,0.0,0.0,1.0,1.0
12125,CALHM3,0.0,0.0,1.0,1.0
12126,OR13C2,0.0,0.0,1.0,1.0
12127,TEPP,0.0,0.0,1.0,1.0
12128,OR14A16,0.0,0.0,1.0,1.0
12129,TMEM132D-AS1,0.0,0.0,1.0,1.0
12130,AC011901.1,0.0,0.0,1.0,1.0
12131,AC092078.3,0.0,0.0,1.0,1.0
12132,AC096763.1,0.0,0.0,1.0,1.0
12133,BARHL2,0.0,0.0,1.0,1.0
12134,ANKRD1,0.0,0.0,1.0,1.0
12135,AC096773.1,0.0,0.0,1.0,1.0
12136,AC006146.1,0.0,0.0,1.0,1.0
12137,AC096996.2,0.0,0.0,1.0,1.0
12138,AL731533.3,0.0,0.0,1.0,1.0
12139,BARHL1,0.0,0.0,1.0,1.0
12140,OR14I1,0.0,0.0,1.0,1.0
12141,AC000050.1,0.0,0.0,1.0,1.0
12142,AC097059.1,0.0,0.0,1.0,1.0
12143,PIH1D3,0.0,0.0,1.0,1.0
12144,BANF2,0.0,0.0,1.0,1.0
12145,OR1L6,0.0,0.0,1.0,1.0
12146,AC093520.1,0.0,0.0,1.0,1.0
12147,AC004217.1,0.0,0.0,1.0,1.0
12148,AC016682.1,0.0,0.0,1.0,1.0
12149,OR2C3,0.0,0.0,1.0,1.0
12150,PGM5P4-AS1,0.0,0.0,1.0,1.0
12151,AP000357.2,0.0,0.0,1.0,1.0
12152,C7orf65,0.0,0.0,1.0,1.0
12153,AC093536.2,0.0,0.0,1.0,1.0
12154,PGPEP1L,0.0,0.0,1.0,1.0
12155,AP000355.1,0.0,0.0,1.0,1.0
12156,AP000428.1,0.0,0.0,1.0,1.0
12157,AC016687.2,0.0,0.0,1.0,1.0
12158,C8B,0.0,0.0,1.0,1.0
12159,AC012101.1,0.0,0.0,1.0,1.0
12160,AC093534.2,0.0,0.0,1.0,1.0
12161,AP000345.3,0.0,0.0,1.0,1.0
12162,AP000345.1,0.0,0.0,1.0,1.0
12163,AC092143.2,0.0,0.0,1.0,1.0
12164,OR2D2,0.0,0.0,1.0,1.0
12165,C8orf74,0.0,0.0,1.0,1.0
12166,C5orf60,0.0,0.0,1.0,1.0
12167,AP000477.1,0.0,0.0,1.0,1.0
12168,AC016597.2,0.0,0.0,1.0,1.0
12169,PGF,0.0,0.0,1.0,1.0
12170,AP000471.1,0.0,0.0,1.0,1.0
12171,AC016598.1,0.0,0.0,1.0,1.0
12172,OR2D3,0.0,0.0,1.0,1.0
12173,AC092159.1,0.0,0.0,1.0,1.0
12174,AC003092.2,0.0,0.0,1.0,1.0
12175,AC012123.1,0.0,0.0,1.0,1.0
12176,AP000439.2,0.0,0.0,1.0,1.0
12177,AC092153.1,0.0,0.0,1.0,1.0
12178,AC016629.2,0.0,0.0,1.0,1.0
12179,AP000428.2,0.0,0.0,1.0,1.0
12180,PGM5-AS1,0.0,0.0,1.0,1.0
12181,AC012100.2,0.0,0.0,1.0,1.0
12182,AP000290.1,0.0,0.0,1.0,1.0
12183,AC096589.2,0.0,0.0,1.0,1.0
12184,AC006206.2,0.0,0.0,1.0,1.0
12185,AC000072.1,0.0,0.0,1.0,1.0
12186,ZNF25-DT,0.0,0.0,1.0,1.0
12187,OR2A12,0.0,0.0,1.0,1.0
12188,AC096588.1,0.0,0.0,1.0,1.0
12189,CA4,0.0,0.0,1.0,1.0
12190,AC012065.1,0.0,0.0,1.0,1.0
12191,PHGR1,0.0,0.0,1.0,1.0
12192,AC003092.1,0.0,0.0,1.0,1.0
12193,ZIC3,0.0,0.0,1.0,1.0
12194,AC096589.1,0.0,0.0,1.0,1.0
12195,OR1N2,0.0,0.0,1.0,1.0
12196,AC006205.2,0.0,0.0,1.0,1.0
12197,OR1M1,0.0,0.0,1.0,1.0
12198,AC012060.1,0.0,0.0,1.0,1.0
12199,ANXA3,0.0,0.0,1.0,1.0
12200,OR2A42,0.0,0.0,1.0,1.0
12201,AP000235.1,0.0,0.0,1.0,1.0
12202,AOC3,0.0,0.0,1.0,1.0
12203,AP000233.2,0.0,0.0,1.0,1.0
12204,AP000233.1,0.0,0.0,1.0,1.0
12205,AC096585.1,0.0,0.0,1.0,1.0
12206,AC004160.2,0.0,0.0,1.0,1.0
12207,NEGR1-IT1,0.0,0.0,1.0,1.0
12208,OR2AJ1,0.0,0.0,1.0,1.0
12209,ASCL4,0.0,0.0,1.0,1.0
12210,NECTIN4,0.0,0.0,1.0,1.0
12211,AOAH-IT1,0.0,0.0,1.0,1.0
12212,C9orf135-DT,0.0,0.0,1.0,1.0
12213,AC092134.1,0.0,0.0,1.0,1.0
12214,AC006207.1,0.0,0.0,1.0,1.0
12215,ASGR2,0.0,0.0,1.0,1.0
12216,TEX13C,0.0,0.0,1.0,1.0
12217,AC097105.1,0.0,0.0,1.0,1.0
12218,NDUFA4L2,0.0,0.0,1.0,1.0
12219,OR11H4,0.0,0.0,1.0,1.0
12220,ALLC,0.0,0.0,1.0,1.0
12221,OR10A2,0.0,0.0,1.0,1.0
12222,AC097480.2,0.0,0.0,1.0,1.0
12223,AL953897.1,0.0,0.0,1.0,1.0
12224,AL929472.3,0.0,0.0,1.0,1.0
12225,AC015674.1,0.0,0.0,1.0,1.0
12226,AL928921.1,0.0,0.0,1.0,1.0
12227,AC011676.2,0.0,0.0,1.0,1.0
12228,AL928596.1,0.0,0.0,1.0,1.0
12229,CAPNS2,0.0,0.0,1.0,1.0
12230,AC004257.1,0.0,0.0,1.0,1.0
12231,AL844908.2,0.0,0.0,1.0,1.0
12232,AL844908.1,0.0,0.0,1.0,1.0
12233,AC091951.4,0.0,0.0,1.0,1.0
12234,AL844892.2,0.0,0.0,1.0,1.0
12235,AL844892.1,0.0,0.0,1.0,1.0
12236,AC011726.3,0.0,0.0,1.0,1.0
12237,AC091965.1,0.0,0.0,1.0,1.0
12238,AC092825.1,0.0,0.0,1.0,1.0
12239,AC016743.1,0.0,0.0,1.0,1.0
12240,PITPNM2-AS1,0.0,0.0,1.0,1.0
12241,ALKAL1,0.0,0.0,1.0,1.0
12242,AC004241.2,0.0,0.0,1.0,1.0
12243,ABRA,0.0,0.0,1.0,1.0
12244,PITX3,0.0,0.0,1.0,1.0
12245,AC006538.4,0.0,0.0,1.0,1.0
12246,TEMN3-AS1,0.0,0.0,1.0,1.0
12247,AC097478.2,0.0,0.0,1.0,1.0
12248,AC011752.1,0.0,0.0,1.0,1.0
12249,ALDH3B2,0.0,0.0,1.0,1.0
12250,AC011747.1,0.0,0.0,1.0,1.0
12251,PKDREJ,0.0,0.0,1.0,1.0
12252,ALDH3A1,0.0,0.0,1.0,1.0
12253,AC097478.1,0.0,0.0,1.0,1.0
12254,CAPSL,0.0,0.0,1.0,1.0
12255,AL831784.1,0.0,0.0,1.0,1.0
12256,PLA2G2D,0.0,0.0,1.0,1.0
12257,AC002465.1,0.0,0.0,1.0,1.0
12258,AL731661.1,0.0,0.0,1.0,1.0
12259,AC003043.2,0.0,0.0,1.0,1.0
12260,AC091944.1,0.0,0.0,1.0,1.0
12261,AC091939.1,0.0,0.0,1.0,1.0
12262,AL731577.1,0.0,0.0,1.0,1.0
12263,ATG10-IT1,0.0,0.0,1.0,1.0
12264,AC093426.2,0.0,0.0,1.0,1.0
12265,AL731769.1,0.0,0.0,1.0,1.0
12266,CARMN,0.0,0.0,1.0,1.0
12267,CARTPT,0.0,0.0,1.0,1.0
12268,AL731555.1,0.0,0.0,1.0,1.0
12269,AL731553.1,0.0,0.0,1.0,1.0
12270,AL731537.1,0.0,0.0,1.0,1.0
12271,AC004264.1,0.0,0.0,1.0,1.0
12272,OPN4,0.0,0.0,1.0,1.0
12273,AL732437.3,0.0,0.0,1.0,1.0
12274,AL807752.5,0.0,0.0,1.0,1.0
12275,AC093484.2,0.0,0.0,1.0,1.0
12276,PLA2G3,0.0,0.0,1.0,1.0
12277,AC093510.1,0.0,0.0,1.0,1.0
12278,AC093496.1,0.0,0.0,1.0,1.0
12279,CAPZA3,0.0,0.0,1.0,1.0
12280,TEDDM1,0.0,0.0,1.0,1.0
12281,NCF4-AS1,0.0,0.0,1.0,1.0
12282,AC093462.1,0.0,0.0,1.0,1.0
12283,AL772202.1,0.0,0.0,1.0,1.0
12284,PLA2G4D,0.0,0.0,1.0,1.0
12285,AC097491.1,0.0,0.0,1.0,1.0
12286,PLA2G4E-AS1,0.0,0.0,1.0,1.0
12287,OPN5,0.0,0.0,1.0,1.0
12288,AL805961.1,0.0,0.0,1.0,1.0
12289,AL772363.1,0.0,0.0,1.0,1.0
12290,AC011773.2,0.0,0.0,1.0,1.0
12291,OR10A3,0.0,0.0,1.0,1.0
12292,AC002115.1,0.0,0.0,1.0,1.0
12293,BANCR,0.0,0.0,1.0,1.0
12294,OR10G4,0.0,0.0,1.0,1.0
12295,AC091979.1,0.0,0.0,1.0,1.0
12296,CALML3-AS1,0.0,0.0,1.0,1.0
12297,AC097375.1,0.0,0.0,1.0,1.0
12298,AMELX,0.0,0.0,1.0,1.0
12299,CAMP,0.0,0.0,1.0,1.0
12300,OR10G8,0.0,0.0,1.0,1.0
12301,AC097375.2,0.0,0.0,1.0,1.0
12302,AMELY,0.0,0.0,1.0,1.0
12303,AC011824.3,0.0,0.0,1.0,1.0
12304,AC092053.2,0.0,0.0,1.0,1.0
12305,NDFIP2-AS1,0.0,0.0,1.0,1.0
12306,OR10H1,0.0,0.0,1.0,1.0
12307,AC097375.5,0.0,0.0,1.0,1.0
12308,OR10A4,0.0,0.0,1.0,1.0
12309,OR10H3,0.0,0.0,1.0,1.0
12310,AC011824.4,0.0,0.0,1.0,1.0
12311,AMMECR1-IT1,0.0,0.0,1.0,1.0
12312,AMHR2,0.0,0.0,1.0,1.0
12313,AMTN,0.0,0.0,1.0,1.0
12314,AC011824.1,0.0,0.0,1.0,1.0
12315,AC003070.2,0.0,0.0,1.0,1.0
12316,AMBN,0.0,0.0,1.0,1.0
12317,AC006364.1,0.0,0.0,1.0,1.0
12318,OR11G2,0.0,0.0,1.0,1.0
12319,AMY2A,0.0,0.0,1.0,1.0
12320,AC097381.3,0.0,0.0,1.0,1.0
12321,ALX1,0.0,0.0,1.0,1.0
12322,OR10C1,0.0,0.0,1.0,1.0
12323,AC000032.1,0.0,0.0,1.0,1.0
12324,SLC39A1,-7.674069e-05,0.4456648,0.9999387697891492,1.0
12325,CDC5L,-0.00030696276,0.591049,0.9997550791602028,1.0
12326,MLF2,-0.00046044413,0.3795784,0.9996326187475161,1.0
12327,C12orf49,-0.00046044413,0.23365112,0.9996326187475161,1.0
12328,KCNH2,-0.0006139255,0.043547753,0.9995101583434834,1.0
12329,AL109811.1,-0.00092088827,0.6452929,0.9992652375729201,1.0
12330,MRGBP,-0.00092088827,0.14799759,0.9992652375729201,1.0
12331,R3HDM4,-0.001227851,0.16073106,0.9990203168715905,1.0
12332,C3orf67,-0.001227851,0.6799155,0.9990203168715905,1.0
12333,NNT-AS1,-0.0013045917,0.100121714,0.9989590867097803,1.0
12334,RPS8,-0.0016882952,0.20826909,0.9986529359998924,1.0
12335,DDX27,-0.002455702,0.4147158,0.9980406352201677,1.0
12336,SNRPA1,-0.002455702,0.2997436,0.9980406352201677,1.0
12337,CLRN2,-0.0025324428,-17.52012,0.9979794051997097,1.0
12338,AC139491.8,-0.0025324428,-17.878569,0.9979794051997097,1.0
12339,CLLU1,-0.0025324428,-18.491953,0.9979794051997097,1.0
12340,GTSE1-DT,-0.0025324428,-18.505108,0.9979794051997097,1.0
12341,AC140125.3,-0.0025324428,-17.98372,0.9979794051997097,1.0
12342,TXNDC8,-0.0025324428,-17.997816,0.9979794051997097,1.0
12343,Z97205.2,-0.0025324428,-17.80162,0.9979794051997097,1.0
12344,AC141002.1,-0.0025324428,-17.548492,0.9979794051997097,1.0
12345,Z97353.2,-0.0025324428,-17.864738,0.9979794051997097,1.0
12346,AC092807.2,-0.0025324428,-19.426441,0.9979794051997097,1.0
12347,B4GALT1-AS1,-0.0025324428,-17.123415,0.9979794051997097,1.0
12348,AC034229.2,-0.0025324428,-17.337019,0.9979794051997097,1.0
12349,HAMP,-0.0025324428,-17.59135,0.9979794051997097,1.0
12350,AC092849.2,-0.0025324428,-17.915255,0.9979794051997097,1.0
12351,CLEC10A,-0.0025324428,-18.063156,0.9979794051997097,1.0
12352,HEMGN,-0.0025324428,-17.494083,0.9979794051997097,1.0
12353,AC232271.3,-0.0025324428,-16.023146,0.9979794051997097,1.0
12354,AC090200.1,-0.0025324428,-17.502596,0.9979794051997097,1.0
12355,CLDN23,-0.0025324428,-17.76322,0.9979794051997097,1.0
12356,CLEC17A,-0.0025324428,-18.321978,0.9979794051997097,1.0
12357,CLEC3A,-0.0025324428,-17.83427,0.9979794051997097,1.0
12358,AC244102.3,-0.0025324428,-16.967524,0.9979794051997097,1.0
12359,AC148477.3,-0.0025324428,-17.43077,0.9979794051997097,1.0
12360,AC092894.1,-0.0025324428,-16.802933,0.9979794051997097,1.0
12361,AC138761.1,-0.0025324428,-16.931799,0.9979794051997097,1.0
12362,AC136475.2,-0.0025324428,-18.72276,0.9979794051997097,1.0
12363,AC092810.3,-0.0025324428,-17.233854,0.9979794051997097,1.0
12364,CLRN1,-0.0025324428,-16.375252,0.9979794051997097,1.0
12365,CLEC3B,-0.0025324428,-18.361612,0.9979794051997097,1.0
12366,AC090246.1,-0.0025324428,-16.957441,0.9979794051997097,1.0
12367,AC103871.1,-0.0025324428,-16.806677,0.9979794051997097,1.0
12368,TYR,-0.0025324428,-18.547129,0.9979794051997097,1.0
12369,AC141930.1,-0.0025324428,-17.622278,0.9979794051997097,1.0
12370,AC139491.4,-0.0025324428,-16.173698,0.9979794051997097,1.0
12371,GUCA1C,-0.0025324428,-16.770313,0.9979794051997097,1.0
12372,AC092849.1,-0.0025324428,-18.086662,0.9979794051997097,1.0
12373,AC144450.1,-0.0025324428,-17.3015,0.9979794051997097,1.0
12374,AC140481.2,-0.0025324428,-15.742891,0.9979794051997097,1.0
12375,AC148477.2,-0.0025324428,-17.965227,0.9979794051997097,1.0
12376,AC090348.1,-0.0025324428,-19.298756,0.9979794051997097,1.0
12377,AC136475.9,-0.0025324428,-17.437323,0.9979794051997097,1.0
12378,AC140121.1,-0.0025324428,-18.103235,0.9979794051997097,1.0
12379,AC034213.1,-0.0025324428,-17.348875,0.9979794051997097,1.0
12380,AC092819.1,-0.0025324428,-17.082596,0.9979794051997097,1.0
12381,AC092924.1,-0.0025324428,-17.95928,0.9979794051997097,1.0
12382,CLYBL-AS1,-0.0025324428,-17.596985,0.9979794051997097,1.0
12383,AC090398.1,-0.0025324428,-17.636625,0.9979794051997097,1.0
12384,AC092802.3,-0.0025324428,-17.235739,0.9979794051997097,1.0
12385,AC103874.1,-0.0025324428,-17.530535,0.9979794051997097,1.0
12386,AC090337.2,-0.0025324428,-18.186518,0.9979794051997097,1.0
12387,CLEC2B,-0.0025324428,-18.563622,0.9979794051997097,1.0
12388,AC234582.2,-0.0025324428,-18.734232,0.9979794051997097,1.0
12389,CLEC4E,-0.0025324428,-17.63378,0.9979794051997097,1.0
12390,CLEC1A,-0.0025324428,-19.038532,0.9979794051997097,1.0
12391,HAS1,-0.0025324428,-18.750267,0.9979794051997097,1.0
12392,BIRC7,-0.0025324428,-16.618244,0.9979794051997097,1.0
12393,CLPSL1,-0.0025324428,-19.298756,0.9979794051997097,1.0
12394,AC036108.2,-0.0025324428,-17.33277,0.9979794051997097,1.0
12395,HEPHL1,-0.0025324428,-18.33818,0.9979794051997097,1.0
12396,AC005529.1,-0.0025324428,-17.879301,0.9979794051997097,1.0
12397,CLDN10-AS1,-0.0025324428,-18.153639,0.9979794051997097,1.0
12398,AC090164.5,-0.0025324428,-17.188965,0.9979794051997097,1.0
12399,AC145343.1,-0.0025324428,-17.385883,0.9979794051997097,1.0
12400,AC234772.2,-0.0025324428,-17.43264,0.9979794051997097,1.0
12401,AC092813.2,-0.0025324428,-17.407732,0.9979794051997097,1.0
12402,AC092933.2,-0.0025324428,-19.169434,0.9979794051997097,1.0
12403,B3GNT4,-0.0025324428,-16.547146,0.9979794051997097,1.0
12404,AC138230.1,-0.0025324428,-17.718166,0.9979794051997097,1.0
12405,AC138207.9,-0.0025324428,-18.528334,0.9979794051997097,1.0
12406,AC139099.1,-0.0025324428,-17.624918,0.9979794051997097,1.0
12407,AWAT2,-0.0025324428,-18.27755,0.9979794051997097,1.0
12408,AC137590.1,-0.0025324428,-17.049364,0.9979794051997097,1.0
12409,TUSC8,-0.0025324428,-17.47894,0.9979794051997097,1.0
12410,AC144833.1,-0.0025324428,-18.2103,0.9979794051997097,1.0
12411,AC138123.2,-0.0025324428,-17.719845,0.9979794051997097,1.0
12412,Z97192.3,-0.0025324428,-16.854458,0.9979794051997097,1.0
12413,BLK,-0.0025324428,-18.460585,0.9979794051997097,1.0
12414,AC092902.2,-0.0025324428,-17.063543,0.9979794051997097,1.0
12415,AC233701.1,-0.0025324428,-17.082596,0.9979794051997097,1.0
12416,AC034206.1,-0.0025324428,-17.529362,0.9979794051997097,1.0
12417,HCG15,-0.0025324428,-17.570093,0.9979794051997097,1.0
12418,AC137695.3,-0.0025324428,-17.491474,0.9979794051997097,1.0
12419,BLACE,-0.0025324428,-18.173218,0.9979794051997097,1.0
12420,AC243654.1,-0.0025324428,-17.301876,0.9979794051997097,1.0
12421,AC003001.1,-0.0025324428,-17.470575,0.9979794051997097,1.0
12422,AC090398.2,-0.0025324428,-17.351318,0.9979794051997097,1.0
12423,AC239802.2,-0.0025324428,-16.88683,0.9979794051997097,1.0
12424,AC092757.3,-0.0025324428,-16.528461,0.9979794051997097,1.0
12425,BATF,-0.0025324428,-16.55043,0.9979794051997097,1.0
12426,AC138781.1,-0.0025324428,-17.195662,0.9979794051997097,1.0
12427,AC211486.7,-0.0025324428,-19.060972,0.9979794051997097,1.0
12428,AC036101.1,-0.0025324428,-17.685663,0.9979794051997097,1.0
12429,EGLN3-AS1,-0.0025324428,-18.346804,0.9979794051997097,1.0
12430,BMP5,-0.0025324428,-16.397554,0.9979794051997097,1.0
12431,AC004593.1,-0.0025324428,-16.894236,0.9979794051997097,1.0
12432,AC091973.1,-0.0025324428,-17.625278,0.9979794051997097,1.0
12433,CAMTA1-IT1,-0.0025324428,-17.276846,0.9979794051997097,1.0
12434,AC108690.1,-0.0025324428,-16.929928,0.9979794051997097,1.0
12435,AC108718.1,-0.0025324428,-19.156809,0.9979794051997097,1.0
12436,AC108727.1,-0.0025324428,-18.147972,0.9979794051997097,1.0
12437,AC092017.4,-0.0025324428,-17.022284,0.9979794051997097,1.0
12438,AC090970.1,-0.0025324428,-16.56138,0.9979794051997097,1.0
12439,CDH18-AS1,-0.0025324428,-17.343128,0.9979794051997097,1.0
12440,CALR3,-0.0025324428,-17.296984,0.9979794051997097,1.0
12441,CALML6,-0.0025324428,-18.533194,0.9979794051997097,1.0
12442,IGHG2,-0.0025324428,-17.380377,0.9979794051997097,1.0
12443,CALHM5,-0.0025324428,-17.63711,0.9979794051997097,1.0
12444,AC109454.3,-0.0025324428,-19.55616,0.9979794051997097,1.0
12445,IGHA1,-0.0025324428,-17.78615,0.9979794051997097,1.0
12446,CALHM4,-0.0025324428,-17.551785,0.9979794051997097,1.0
12447,AC109597.2,-0.0025324428,-17.386086,0.9979794051997097,1.0
12448,AC004593.3,-0.0025324428,-17.236635,0.9979794051997097,1.0
12449,AC109635.7,-0.0025324428,-18.109928,0.9979794051997097,1.0
12450,AC004223.4,-0.0025324428,-17.55258,0.9979794051997097,1.0
12451,A4GNT,-0.0025324428,-16.856913,0.9979794051997097,1.0
12452,AC108479.3,-0.0025324428,-16.60656,0.9979794051997097,1.0
12453,AC107958.2,-0.0025324428,-17.027058,0.9979794051997097,1.0
12454,CAPN11,-0.0025324428,-16.447054,0.9979794051997097,1.0
12455,AC107959.2,-0.0025324428,-17.37808,0.9979794051997097,1.0
12456,CASC16,-0.0025324428,-17.758549,0.9979794051997097,1.0
12457,CDA,-0.0025324428,-17.85824,0.9979794051997097,1.0
12458,CDC20,-0.0025324428,-18.228117,0.9979794051997097,1.0
12459,AC108050.1,-0.0025324428,-15.742891,0.9979794051997097,1.0
12460,AC091938.1,-0.0025324428,-18.460585,0.9979794051997097,1.0
12461,AC108053.1,-0.0025324428,-17.705578,0.9979794051997097,1.0
12462,AC108099.1,-0.0025324428,-17.892405,0.9979794051997097,1.0
12463,CARD8-AS1,-0.0025324428,-16.838282,0.9979794051997097,1.0
12464,CARD6,-0.0025324428,-17.536306,0.9979794051997097,1.0
12465,CARD16,-0.0025324428,-18.956957,0.9979794051997097,1.0
12466,CARD10,-0.0025324428,-17.955538,0.9979794051997097,1.0
12467,AC108134.2,-0.0025324428,-18.561514,0.9979794051997097,1.0
12468,AC108134.3,-0.0025324428,-16.70568,0.9979794051997097,1.0
12469,AC108174.1,-0.0025324428,-17.64587,0.9979794051997097,1.0
12470,AC090994.1,-0.0025324428,-17.172667,0.9979794051997097,1.0
12471,CAPN6,-0.0025324428,-17.292109,0.9979794051997097,1.0
12472,CDC45,-0.0025324428,-17.21127,0.9979794051997097,1.0
12473,IGHV4-39,-0.0025324428,-18.528334,0.9979794051997097,1.0
12474,AC109925.2,-0.0025324428,-17.523008,0.9979794051997097,1.0
12475,IGF2BP1,-0.0025324428,-17.106892,0.9979794051997097,1.0
12476,AC104119.1,-0.0025324428,-17.550875,0.9979794051997097,1.0
12477,AC026992.2,-0.0025324428,-17.168814,0.9979794051997097,1.0
12478,AC112253.1,-0.0025324428,-16.840437,0.9979794051997097,1.0
12479,AC092125.2,-0.0025324428,-17.420437,0.9979794051997097,1.0
12480,ZIM3,-0.0025324428,-18.30121,0.9979794051997097,1.0
12481,IFI30,-0.0025324428,-17.465136,0.9979794051997097,1.0
12482,AC092134.3,-0.0025324428,-17.540356,0.9979794051997097,1.0
12483,AC092138.2,-0.0025324428,-17.423117,0.9979794051997097,1.0
12484,AC113133.1,-0.0025324428,-19.037664,0.9979794051997097,1.0
12485,AC104088.3,-0.0025324428,-16.902035,0.9979794051997097,1.0
12486,AC004156.1,-0.0025324428,-17.459398,0.9979794051997097,1.0
12487,IDO2,-0.0025324428,-17.730618,0.9979794051997097,1.0
12488,C8A,-0.0025324428,-17.621677,0.9979794051997097,1.0
12489,AC027237.3,-0.0025324428,-17.305464,0.9979794051997097,1.0
12490,AC005614.1,-0.0025324428,-18.168015,0.9979794051997097,1.0
12491,C6orf47-AS1,-0.0025324428,-17.123579,0.9979794051997097,1.0
12492,AC113208.5,-0.0025324428,-17.078588,0.9979794051997097,1.0
12493,ICOS,-0.0025324428,-16.325819,0.9979794051997097,1.0
12494,ICAM2,-0.0025324428,-18.412516,0.9979794051997097,1.0
12495,AC004147.2,-0.0025324428,-16.866974,0.9979794051997097,1.0
12496,IATPR,-0.0025324428,-17.687931,0.9979794051997097,1.0
12497,AC090826.1,-0.0025324428,-17.782887,0.9979794051997097,1.0
12498,AC092125.1,-0.0025324428,-17.949791,0.9979794051997097,1.0
12499,AC112219.1,-0.0025324428,-16.651531,0.9979794051997097,1.0
12500,AC092115.2,-0.0025324428,-17.337019,0.9979794051997097,1.0
12501,AC092071.1,-0.0025324428,-17.717392,0.9979794051997097,1.0
12502,AC110014.1,-0.0025324428,-18.361832,0.9979794051997097,1.0
12503,AC104116.1,-0.0025324428,-16.080332,0.9979794051997097,1.0
12504,AC110603.1,-0.0025324428,-17.943455,0.9979794051997097,1.0
12505,AC027020.1,-0.0025324428,-18.132393,0.9979794051997097,1.0
12506,AC090907.3,-0.0025324428,-16.307514,0.9979794051997097,1.0
12507,AC027045.2,-0.0025324428,-17.418072,0.9979794051997097,1.0
12508,CACNA1G-AS1,-0.0025324428,-17.045843,0.9979794051997097,1.0
12509,AC027088.5,-0.0025324428,-16.928923,0.9979794051997097,1.0
12510,ZSWIM2,-0.0025324428,-17.385382,0.9979794051997097,1.0
12511,CACNA1C-IT3,-0.0025324428,-16.83909,0.9979794051997097,1.0
12512,CACNA1C-IT2,-0.0025324428,-17.694504,0.9979794051997097,1.0
12513,AC110772.1,-0.0025324428,-17.594633,0.9979794051997097,1.0
12514,AC090857.2,-0.0025324428,-17.45707,0.9979794051997097,1.0
12515,AC110809.1,-0.0025324428,-18.35027,0.9979794051997097,1.0
12516,AC092119.3,-0.0025324428,-18.719528,0.9979794051997097,1.0
12517,AC092120.1,-0.0025324428,-16.674868,0.9979794051997097,1.0
12518,CA6,-0.0025324428,-17.531374,0.9979794051997097,1.0
12519,AC026991.1,-0.0025324428,-17.450209,0.9979794051997097,1.0
12520,CD8B,-0.0025324428,-17.631603,0.9979794051997097,1.0
12521,IAPP,-0.0025324428,-17.958967,0.9979794051997097,1.0
12522,TSPEAR,-0.0025324428,-19.406511,0.9979794051997097,1.0
12523,AC004542.2,-0.0025324428,-18.005735,0.9979794051997097,1.0
12524,CCR1,-0.0025324428,-18.253767,0.9979794051997097,1.0
12525,AC104781.1,-0.0025324428,-16.618244,0.9979794051997097,1.0
12526,CCR2,-0.0025324428,-17.411407,0.9979794051997097,1.0
12527,CCR3,-0.0025324428,-16.604452,0.9979794051997097,1.0
12528,AC104794.5,-0.0025324428,-16.233326,0.9979794051997097,1.0
12529,CCR5AS,-0.0025324428,-18.147972,0.9979794051997097,1.0
12530,CCDC179,-0.0025324428,-18.747734,0.9979794051997097,1.0
12531,AC104823.1,-0.0025324428,-17.130047,0.9979794051997097,1.0
12532,AC091100.1,-0.0025324428,-17.940529,0.9979794051997097,1.0
12533,AC104958.1,-0.0025324428,-17.120853,0.9979794051997097,1.0
12534,AC104257.1,-0.0025324428,-16.739943,0.9979794051997097,1.0
12535,AC104984.1,-0.0025324428,-16.173992,0.9979794051997097,1.0
12536,TSPY2,-0.0025324428,-17.58283,0.9979794051997097,1.0
12537,AC105031.2,-0.0025324428,-18.349836,0.9979794051997097,1.0
12538,CD163L1,-0.0025324428,-17.687048,0.9979794051997097,1.0
12539,AC105219.3,-0.0025324428,-16.173992,0.9979794051997097,1.0
12540,AC105265.3,-0.0025324428,-16.971888,0.9979794051997097,1.0
12541,CD180,-0.0025324428,-18.316908,0.9979794051997097,1.0
12542,CCDC195,-0.0025324428,-18.169128,0.9979794051997097,1.0
12543,AC004477.3,-0.0025324428,-17.417456,0.9979794051997097,1.0
12544,AC091917.3,-0.0025324428,-16.70568,0.9979794051997097,1.0
12545,AC026774.1,-0.0025324428,-17.158594,0.9979794051997097,1.0
12546,AC104316.2,-0.0025324428,-17.612602,0.9979794051997097,1.0
12547,CCL8,-0.0025324428,-17.64856,0.9979794051997097,1.0
12548,CCL26,-0.0025324428,-17.977842,0.9979794051997097,1.0
12549,CCM2L,-0.0025324428,-17.655428,0.9979794051997097,1.0
12550,CCL24,-0.0025324428,-17.017681,0.9979794051997097,1.0
12551,CCL22,-0.0025324428,-18.34702,0.9979794051997097,1.0
12552,CCNA1,-0.0025324428,-18.586561,0.9979794051997097,1.0
12553,TSPAN18-AS1,-0.0025324428,-16.955902,0.9979794051997097,1.0
