,names,scores,logfoldchanges,pvals,pvals_adj
11569,ZNF479,0.0,0.0,1.0,1.0
11570,BMP8B-AS1,0.0,0.0,1.0,1.0
11571,NRAP,0.0,0.0,1.0,1.0
11572,AC013436.1,0.0,0.0,1.0,1.0
11573,OSR2,0.0,0.0,1.0,1.0
11574,AC092718.9,0.0,0.0,1.0,1.0
11575,AC002091.2,0.0,0.0,1.0,1.0
11576,BMX,0.0,0.0,1.0,1.0
11577,AC093772.2,0.0,0.0,1.0,1.0
11578,OXGR1,0.0,0.0,1.0,1.0
11579,APOC4,0.0,0.0,1.0,1.0
11580,NRG1-IT3,0.0,0.0,1.0,1.0
11581,AC092675.2,0.0,0.0,1.0,1.0
11582,AC093843.1,0.0,0.0,1.0,1.0
11583,AC013452.2,0.0,0.0,1.0,1.0
11584,P2RY2,0.0,0.0,1.0,1.0
11585,P2RY4,0.0,0.0,1.0,1.0
11586,AC093849.1,0.0,0.0,1.0,1.0
11587,APOL5,0.0,0.0,1.0,1.0
11588,AC013269.1,0.0,0.0,1.0,1.0
11589,APOF,0.0,0.0,1.0,1.0
11590,P3R3URF,0.0,0.0,1.0,1.0
11591,NPS,0.0,0.0,1.0,1.0
11592,TLE7,0.0,0.0,1.0,1.0
11593,AC002306.1,0.0,0.0,1.0,1.0
11594,AC006273.1,0.0,0.0,1.0,1.0
11595,AC003982.1,0.0,0.0,1.0,1.0
11596,BPIFB4,0.0,0.0,1.0,1.0
11597,NRG1-IT1,0.0,0.0,1.0,1.0
11598,NPY2R,0.0,0.0,1.0,1.0
11599,AC013275.1,0.0,0.0,1.0,1.0
11600,AC006435.3,0.0,0.0,1.0,1.0
11601,TKTL1,0.0,0.0,1.0,1.0
11602,AQP3,0.0,0.0,1.0,1.0
11603,AC003965.2,0.0,0.0,1.0,1.0
11604,AC013391.1,0.0,0.0,1.0,1.0
11605,OXT,0.0,0.0,1.0,1.0
11606,AC013356.3,0.0,0.0,1.0,1.0
11607,AQP10,0.0,0.0,1.0,1.0
11608,AC013437.1,0.0,0.0,1.0,1.0
11609,P2RX2,0.0,0.0,1.0,1.0
11610,AC092720.2,0.0,0.0,1.0,1.0
11611,P2RX3,0.0,0.0,1.0,1.0
11612,AC013448.1,0.0,0.0,1.0,1.0
11613,THOC7-AS1,0.0,0.0,1.0,1.0
11614,AC092723.4,0.0,0.0,1.0,1.0
11615,AP005900.1,0.0,0.0,1.0,1.0
11616,AP005530.1,0.0,0.0,1.0,1.0
11617,C10orf99,0.0,0.0,1.0,1.0
11618,BX640514.2,0.0,0.0,1.0,1.0
11619,AP003306.1,0.0,0.0,1.0,1.0
11620,PCARE,0.0,0.0,1.0,1.0
11621,AC015813.8,0.0,0.0,1.0,1.0
11622,AP003174.1,0.0,0.0,1.0,1.0
11623,AP003173.1,0.0,0.0,1.0,1.0
11624,PCAT18,0.0,0.0,1.0,1.0
11625,PCAT19,0.0,0.0,1.0,1.0
11626,PCAT4,0.0,0.0,1.0,1.0
11627,PCAT5,0.0,0.0,1.0,1.0
11628,AC092490.2,0.0,0.0,1.0,1.0
11629,AP003123.1,0.0,0.0,1.0,1.0
11630,AC092484.1,0.0,0.0,1.0,1.0
11631,AP003121.1,0.0,0.0,1.0,1.0
11632,AP003119.2,0.0,0.0,1.0,1.0
11633,AP003119.1,0.0,0.0,1.0,1.0
11634,OR5K1,0.0,0.0,1.0,1.0
11635,AP003327.2,0.0,0.0,1.0,1.0
11636,AP003115.1,0.0,0.0,1.0,1.0
11637,BX571846.1,0.0,0.0,1.0,1.0
11638,PAX7,0.0,0.0,1.0,1.0
11639,AP003500.1,0.0,0.0,1.0,1.0
11640,BX546033.1,0.0,0.0,1.0,1.0
11641,AC006305.3,0.0,0.0,1.0,1.0
11642,PAX9,0.0,0.0,1.0,1.0
11643,AC012535.1,0.0,0.0,1.0,1.0
11644,AP003486.2,0.0,0.0,1.0,1.0
11645,AP003472.2,0.0,0.0,1.0,1.0
11646,AC012513.1,0.0,0.0,1.0,1.0
11647,AP003471.1,0.0,0.0,1.0,1.0
11648,AP003469.1,0.0,0.0,1.0,1.0
11649,AP003467.1,0.0,0.0,1.0,1.0
11650,AP003419.2,0.0,0.0,1.0,1.0
11651,AP003396.3,0.0,0.0,1.0,1.0
11652,AP003396.1,0.0,0.0,1.0,1.0
11653,AP003117.2,0.0,0.0,1.0,1.0
11654,AP003086.2,0.0,0.0,1.0,1.0
11655,OR5V1,0.0,0.0,1.0,1.0
11656,OR5B21,0.0,0.0,1.0,1.0
11657,AP003064.1,0.0,0.0,1.0,1.0
11658,OR5B12,0.0,0.0,1.0,1.0
11659,NOBOX,0.0,0.0,1.0,1.0
11660,AP003062.2,0.0,0.0,1.0,1.0
11661,AC092793.1,0.0,0.0,1.0,1.0
11662,OR5AU1,0.0,0.0,1.0,1.0
11663,OR5AN1,0.0,0.0,1.0,1.0
11664,AP003027.1,0.0,0.0,1.0,1.0
11665,AC003986.3,0.0,0.0,1.0,1.0
11666,OR5A1,0.0,0.0,1.0,1.0
11667,OR56B4,0.0,0.0,1.0,1.0
11668,AC012485.2,0.0,0.0,1.0,1.0
11669,OR56B1,0.0,0.0,1.0,1.0
11670,AP002993.1,0.0,0.0,1.0,1.0
11671,AC092447.5,0.0,0.0,1.0,1.0
11672,C10orf55,0.0,0.0,1.0,1.0
11673,AC012500.1,0.0,0.0,1.0,1.0
11674,AP003071.4,0.0,0.0,1.0,1.0
11675,AP003064.2,0.0,0.0,1.0,1.0
11676,AP003071.1,0.0,0.0,1.0,1.0
11677,AC012507.3,0.0,0.0,1.0,1.0
11678,AC012506.4,0.0,0.0,1.0,1.0
11679,AP003068.1,0.0,0.0,1.0,1.0
11680,AC015813.3,0.0,0.0,1.0,1.0
11681,AP003065.2,0.0,0.0,1.0,1.0
11682,TGM7,0.0,0.0,1.0,1.0
11683,C10orf120,0.0,0.0,1.0,1.0
11684,OR5H14,0.0,0.0,1.0,1.0
11685,OR5BS1P,0.0,0.0,1.0,1.0
11686,AC012506.2,0.0,0.0,1.0,1.0
11687,AC092473.2,0.0,0.0,1.0,1.0
11688,AC012506.1,0.0,0.0,1.0,1.0
11689,AP003065.1,0.0,0.0,1.0,1.0
11690,C10orf53,0.0,0.0,1.0,1.0
11691,AP003548.1,0.0,0.0,1.0,1.0
11692,BX470209.2,0.0,0.0,1.0,1.0
11693,OR8B8,0.0,0.0,1.0,1.0
11694,PARAL1,0.0,0.0,1.0,1.0
11695,AP005264.3,0.0,0.0,1.0,1.0
11696,AP005264.1,0.0,0.0,1.0,1.0
11697,BX072579.1,0.0,0.0,1.0,1.0
11698,NOTCH2NLB,0.0,0.0,1.0,1.0
11699,AC015819.1,0.0,0.0,1.0,1.0
11700,AP005242.3,0.0,0.0,1.0,1.0
11701,BX072579.2,0.0,0.0,1.0,1.0
11702,AP005229.1,0.0,0.0,1.0,1.0
11703,AP005210.2,0.0,0.0,1.0,1.0
11704,AP005210.1,0.0,0.0,1.0,1.0
11705,AP005209.2,0.0,0.0,1.0,1.0
11706,TLR7,0.0,0.0,1.0,1.0
11707,AC012564.1,0.0,0.0,1.0,1.0
11708,AP005209.1,0.0,0.0,1.0,1.0
11709,BX088651.2,0.0,0.0,1.0,1.0
11710,BX005214.1,0.0,0.0,1.0,1.0
11711,AP005264.4,0.0,0.0,1.0,1.0
11712,BX255923.1,0.0,0.0,1.0,1.0
11713,AC015819.2,0.0,0.0,1.0,1.0
11714,AC002347.2,0.0,0.0,1.0,1.0
11715,AC092756.1,0.0,0.0,1.0,1.0
11716,OR7G2,0.0,0.0,1.0,1.0
11717,OR7D4,0.0,0.0,1.0,1.0
11718,AP005436.3,0.0,0.0,1.0,1.0
11719,BTNL8,0.0,0.0,1.0,1.0
11720,BTNL9,0.0,0.0,1.0,1.0
11721,AC012603.1,0.0,0.0,1.0,1.0
11722,AC093677.3,0.0,0.0,1.0,1.0
11723,AP005432.2,0.0,0.0,1.0,1.0
11724,AP005380.1,0.0,0.0,1.0,1.0
11725,AP005357.1,0.0,0.0,1.0,1.0
11726,AP005273.1,0.0,0.0,1.0,1.0
11727,BX005040.1,0.0,0.0,1.0,1.0
11728,NOTO,0.0,0.0,1.0,1.0
11729,BX088723.1,0.0,0.0,1.0,1.0
11730,AP005121.1,0.0,0.0,1.0,1.0
11731,BX470209.1,0.0,0.0,1.0,1.0
11732,AP003692.1,0.0,0.0,1.0,1.0
11733,AP003559.1,0.0,0.0,1.0,1.0
11734,PATE3,0.0,0.0,1.0,1.0
11735,TLX2,0.0,0.0,1.0,1.0
11736,AP003557.2,0.0,0.0,1.0,1.0
11737,OR6C76,0.0,0.0,1.0,1.0
11738,OR6C75,0.0,0.0,1.0,1.0
11739,BX322562.1,0.0,0.0,1.0,1.0
11740,OR6C2,0.0,0.0,1.0,1.0
11741,AP003555.2,0.0,0.0,1.0,1.0
11742,AC012555.2,0.0,0.0,1.0,1.0
11743,AP003555.1,0.0,0.0,1.0,1.0
11744,OR6B3,0.0,0.0,1.0,1.0
11745,ARMCX3-AS1,0.0,0.0,1.0,1.0
11746,AP003550.1,0.0,0.0,1.0,1.0
11747,BX470102.1,0.0,0.0,1.0,1.0
11748,AC015818.7,0.0,0.0,1.0,1.0
11749,AP003696.1,0.0,0.0,1.0,1.0
11750,AP005062.1,0.0,0.0,1.0,1.0
11751,AP003715.1,0.0,0.0,1.0,1.0
11752,BX255923.2,0.0,0.0,1.0,1.0
11753,AP004550.1,0.0,0.0,1.0,1.0
11754,AC015969.1,0.0,0.0,1.0,1.0
11755,AP003973.4,0.0,0.0,1.0,1.0
11756,TLR8-AS1,0.0,0.0,1.0,1.0
11757,OR7A10,0.0,0.0,1.0,1.0
11758,OR6V1,0.0,0.0,1.0,1.0
11759,AP003774.1,0.0,0.0,1.0,1.0
11760,AC092535.5,0.0,0.0,1.0,1.0
11761,AP003721.3,0.0,0.0,1.0,1.0
11762,AC093639.3,0.0,0.0,1.0,1.0
11763,TLX1NB,0.0,0.0,1.0,1.0
11764,BX284668.2,0.0,0.0,1.0,1.0
11765,BGLT3,0.0,0.0,1.0,1.0
11766,AC006449.1,0.0,0.0,1.0,1.0
11767,PGAM4,0.0,0.0,1.0,1.0
11768,AP000679.1,0.0,0.0,1.0,1.0
11769,AP000547.4,0.0,0.0,1.0,1.0
11770,AC002511.1,0.0,0.0,1.0,1.0
11771,AC092845.1,0.0,0.0,1.0,1.0
11772,CAVIN3,0.0,0.0,1.0,1.0
11773,AL596325.1,0.0,0.0,1.0,1.0
11774,AL596247.1,0.0,0.0,1.0,1.0
11775,AC091820.2,0.0,0.0,1.0,1.0
11776,AC091819.2,0.0,0.0,1.0,1.0
11777,AC091819.1,0.0,0.0,1.0,1.0
11778,CBLC,0.0,0.0,1.0,1.0
11779,AC093426.1,0.0,0.0,1.0,1.0
11780,CBLIF,0.0,0.0,1.0,1.0
11781,AC011479.4,0.0,0.0,1.0,1.0
11782,AL593844.1,0.0,0.0,1.0,1.0
11783,CBLL2,0.0,0.0,1.0,1.0
11784,AC091814.1,0.0,0.0,1.0,1.0
11785,AC091729.2,0.0,0.0,1.0,1.0
11786,AL592546.2,0.0,0.0,1.0,1.0
11787,CAVIN2,0.0,0.0,1.0,1.0
11788,OGFR-AS1,0.0,0.0,1.0,1.0
11789,AC093281.2,0.0,0.0,1.0,1.0
11790,AL596442.3,0.0,0.0,1.0,1.0
11791,AC091838.1,0.0,0.0,1.0,1.0
11792,AL606469.1,0.0,0.0,1.0,1.0
11793,AC011491.2,0.0,0.0,1.0,1.0
11794,AC011484.1,0.0,0.0,1.0,1.0
11795,AC004448.5,0.0,0.0,1.0,1.0
11796,ATP2B2-IT1,0.0,0.0,1.0,1.0
11797,AC016925.3,0.0,0.0,1.0,1.0
11798,AL603910.1,0.0,0.0,1.0,1.0
11799,AL603839.2,0.0,0.0,1.0,1.0
11800,AC006369.1,0.0,0.0,1.0,1.0
11801,AC015660.1,0.0,0.0,1.0,1.0
11802,AL603839.1,0.0,0.0,1.0,1.0
11803,AL603783.1,0.0,0.0,1.0,1.0
11804,AC093292.1,0.0,0.0,1.0,1.0
11805,AL596442.4,0.0,0.0,1.0,1.0
11806,AL592466.1,0.0,0.0,1.0,1.0
11807,NANOGP11,0.0,0.0,1.0,1.0
11808,AC002511.2,0.0,0.0,1.0,1.0
11809,TDRD1,0.0,0.0,1.0,1.0
11810,AC091588.2,0.0,0.0,1.0,1.0
11811,NADK2-AS1,0.0,0.0,1.0,1.0
11812,AC011473.1,0.0,0.0,1.0,1.0
11813,AC016995.1,0.0,0.0,1.0,1.0
11814,AC006566.2,0.0,0.0,1.0,1.0
11815,AL591543.1,0.0,0.0,1.0,1.0
11816,AL591504.2,0.0,0.0,1.0,1.0
11817,AC091564.6,0.0,0.0,1.0,1.0
11818,AC011472.3,0.0,0.0,1.0,1.0
11819,PMAIP1,0.0,0.0,1.0,1.0
11820,AL591503.1,0.0,0.0,1.0,1.0
11821,NACA2,0.0,0.0,1.0,1.0
11822,TDGF1,0.0,0.0,1.0,1.0
11823,AC013701.2,0.0,0.0,1.0,1.0
11824,AC015468.3,0.0,0.0,1.0,1.0
11825,ODF3,0.0,0.0,1.0,1.0
11826,AL591888.1,0.0,0.0,1.0,1.0
11827,ZNF32-AS2,0.0,0.0,1.0,1.0
11828,AC016993.1,0.0,0.0,1.0,1.0
11829,AL592435.2,0.0,0.0,1.0,1.0
11830,AL592431.2,0.0,0.0,1.0,1.0
11831,AC092848.2,0.0,0.0,1.0,1.0
11832,AC013652.2,0.0,0.0,1.0,1.0
11833,AC006372.2,0.0,0.0,1.0,1.0
11834,AL592430.2,0.0,0.0,1.0,1.0
11835,TDRD15,0.0,0.0,1.0,1.0
11836,ZNF32-AS1,0.0,0.0,1.0,1.0
11837,AC011477.3,0.0,0.0,1.0,1.0
11838,ZNF648,0.0,0.0,1.0,1.0
11839,CCDC105,0.0,0.0,1.0,1.0
11840,AL592182.1,0.0,0.0,1.0,1.0
11841,AL592161.1,0.0,0.0,1.0,1.0
11842,AC004466.2,0.0,0.0,1.0,1.0
11843,AL592071.1,0.0,0.0,1.0,1.0
11844,AC093295.1,0.0,0.0,1.0,1.0
11845,TIGIT,0.0,0.0,1.0,1.0
11846,TIMD4,0.0,0.0,1.0,1.0
11847,PLCH1-AS1,0.0,0.0,1.0,1.0
11848,AL662873.1,0.0,0.0,1.0,1.0
11849,AP000487.2,0.0,0.0,1.0,1.0
11850,AL662797.1,0.0,0.0,1.0,1.0
11851,PLCL2-AS1,0.0,0.0,1.0,1.0
11852,AC011525.1,0.0,0.0,1.0,1.0
11853,BACH1-IT3,0.0,0.0,1.0,1.0
11854,AC093424.1,0.0,0.0,1.0,1.0
11855,AC091917.2,0.0,0.0,1.0,1.0
11856,AC002465.2,0.0,0.0,1.0,1.0
11857,AC016825.1,0.0,0.0,1.0,1.0
11858,AL645944.2,0.0,0.0,1.0,1.0
11859,CASP14,0.0,0.0,1.0,1.0
11860,TMEM174,0.0,0.0,1.0,1.0
11861,AC011523.1,0.0,0.0,1.0,1.0
11862,AL645941.3,0.0,0.0,1.0,1.0
11863,PLCH1-AS2,0.0,0.0,1.0,1.0
11864,AL662884.1,0.0,0.0,1.0,1.0
11865,AC011511.5,0.0,0.0,1.0,1.0
11866,AL663058.2,0.0,0.0,1.0,1.0
11867,CASC18,0.0,0.0,1.0,1.0
11868,AL691403.2,0.0,0.0,1.0,1.0
11869,PLCB2,0.0,0.0,1.0,1.0
11870,AL683807.2,0.0,0.0,1.0,1.0
11871,AC013486.1,0.0,0.0,1.0,1.0
11872,AL672032.1,0.0,0.0,1.0,1.0
11873,AL671883.3,0.0,0.0,1.0,1.0
11874,AC016813.1,0.0,0.0,1.0,1.0
11875,AC006130.1,0.0,0.0,1.0,1.0
11876,AC092839.2,0.0,0.0,1.0,1.0
11877,NBPF4,0.0,0.0,1.0,1.0
11878,OOSP4B,0.0,0.0,1.0,1.0
11879,AL669970.3,0.0,0.0,1.0,1.0
11880,OOSP4A,0.0,0.0,1.0,1.0
11881,AL669831.2,0.0,0.0,1.0,1.0
11882,AL645937.4,0.0,0.0,1.0,1.0
11883,AC011511.3,0.0,0.0,1.0,1.0
11884,PLEKHN1,0.0,0.0,1.0,1.0
11885,AC097501.1,0.0,0.0,1.0,1.0
11886,AL607028.1,0.0,0.0,1.0,1.0
11887,AC016902.1,0.0,0.0,1.0,1.0
11888,AC006557.1,0.0,0.0,1.0,1.0
11889,AC011498.2,0.0,0.0,1.0,1.0
11890,ATP12A,0.0,0.0,1.0,1.0
11891,AC091889.1,0.0,0.0,1.0,1.0
11892,NAT2,0.0,0.0,1.0,1.0
11893,AC013564.1,0.0,0.0,1.0,1.0
11894,AL606760.3,0.0,0.0,1.0,1.0
11895,AC093326.1,0.0,0.0,1.0,1.0
11896,AC091868.2,0.0,0.0,1.0,1.0
11897,AL606753.2,0.0,0.0,1.0,1.0
11898,BACE2-IT1,0.0,0.0,1.0,1.0
11899,NAT1,0.0,0.0,1.0,1.0
11900,CATSPER1,0.0,0.0,1.0,1.0
11901,AC093388.1,0.0,0.0,1.0,1.0
11902,AC016888.1,0.0,0.0,1.0,1.0
11903,CASP5,0.0,0.0,1.0,1.0
11904,AL627309.2,0.0,0.0,1.0,1.0
11905,AL645933.2,0.0,0.0,1.0,1.0
11906,AL645768.1,0.0,0.0,1.0,1.0
11907,AL645634.2,0.0,0.0,1.0,1.0
11908,AC011507.1,0.0,0.0,1.0,1.0
11909,AL627443.3,0.0,0.0,1.0,1.0
11910,AC091893.2,0.0,0.0,1.0,1.0
11911,AL627443.1,0.0,0.0,1.0,1.0
11912,AL627422.2,0.0,0.0,1.0,1.0
11913,AC016877.1,0.0,0.0,1.0,1.0
11914,AC016885.2,0.0,0.0,1.0,1.0
11915,AL627309.3,0.0,0.0,1.0,1.0
11916,AC004408.1,0.0,0.0,1.0,1.0
11917,AC011498.6,0.0,0.0,1.0,1.0
11918,AC093390.1,0.0,0.0,1.0,1.0
11919,NAV2-AS1,0.0,0.0,1.0,1.0
11920,AL591163.1,0.0,0.0,1.0,1.0
11921,TCTEX1D4,0.0,0.0,1.0,1.0
11922,ODF2-AS1,0.0,0.0,1.0,1.0
11923,AC091182.1,0.0,0.0,1.0,1.0
11924,AL513422.1,0.0,0.0,1.0,1.0
11925,AC017104.6,0.0,0.0,1.0,1.0
11926,NXPH4,0.0,0.0,1.0,1.0
11927,AL513321.2,0.0,0.0,1.0,1.0
11928,AC091180.4,0.0,0.0,1.0,1.0
11929,AC091180.3,0.0,0.0,1.0,1.0
11930,MYO1G,0.0,0.0,1.0,1.0
11931,AL513314.1,0.0,0.0,1.0,1.0
11932,AL513303.1,0.0,0.0,1.0,1.0
11933,CCDC96,0.0,0.0,1.0,1.0
11934,AL513210.1,0.0,0.0,1.0,1.0
11935,AC006960.2,0.0,0.0,1.0,1.0
11936,AC006065.4,0.0,0.0,1.0,1.0
11937,AC092994.1,0.0,0.0,1.0,1.0
11938,CCER1,0.0,0.0,1.0,1.0
11939,AC011444.2,0.0,0.0,1.0,1.0
11940,AC091182.2,0.0,0.0,1.0,1.0
11941,CCL14,0.0,0.0,1.0,1.0
11942,AL513493.1,0.0,0.0,1.0,1.0
11943,AC017099.2,0.0,0.0,1.0,1.0
11944,AL589182.1,0.0,0.0,1.0,1.0
11945,AL583859.3,0.0,0.0,1.0,1.0
11946,NUTM2F,0.0,0.0,1.0,1.0
11947,AL583859.1,0.0,0.0,1.0,1.0
11948,CCDC54,0.0,0.0,1.0,1.0
11949,AC011450.1,0.0,0.0,1.0,1.0
11950,MYOD1,0.0,0.0,1.0,1.0
11951,CCDC68,0.0,0.0,1.0,1.0
11952,CCDC70,0.0,0.0,1.0,1.0
11953,AL583852.1,0.0,0.0,1.0,1.0
11954,AL583839.1,0.0,0.0,1.0,1.0
11955,MYOC,0.0,0.0,1.0,1.0
11956,AC011446.2,0.0,0.0,1.0,1.0
11957,AL583722.3,0.0,0.0,1.0,1.0
11958,CCIN,0.0,0.0,1.0,1.0
11959,AC017116.1,0.0,0.0,1.0,1.0
11960,NYX,0.0,0.0,1.0,1.0
11961,POTEM,0.0,0.0,1.0,1.0
11962,AC011389.1,0.0,0.0,1.0,1.0
11963,AVPR1B,0.0,0.0,1.0,1.0
11964,AVPR1A,0.0,0.0,1.0,1.0
11965,AL512655.1,0.0,0.0,1.0,1.0
11966,AL512643.2,0.0,0.0,1.0,1.0
11967,CCL20,0.0,0.0,1.0,1.0
11968,MYMK,0.0,0.0,1.0,1.0
11969,AC092958.2,0.0,0.0,1.0,1.0
11970,AL512631.1,0.0,0.0,1.0,1.0
11971,AURKB,0.0,0.0,1.0,1.0
11972,AC092944.3,0.0,0.0,1.0,1.0
11973,AVP,0.0,0.0,1.0,1.0
11974,NXF2B,0.0,0.0,1.0,1.0
11975,AL512604.3,0.0,0.0,1.0,1.0
11976,NXF2,0.0,0.0,1.0,1.0
11977,AC018359.1,0.0,0.0,1.0,1.0
11978,POTEJ,0.0,0.0,1.0,1.0
11979,AC092979.2,0.0,0.0,1.0,1.0
11980,POTEI,0.0,0.0,1.0,1.0
11981,AL513122.2,0.0,0.0,1.0,1.0
11982,AC006960.3,0.0,0.0,1.0,1.0
11983,AL513008.1,0.0,0.0,1.0,1.0
11984,CCL17,0.0,0.0,1.0,1.0
11985,POSTN,0.0,0.0,1.0,1.0
11986,AC011389.2,0.0,0.0,1.0,1.0
11987,POTEC,0.0,0.0,1.0,1.0
11988,POTEE,0.0,0.0,1.0,1.0
11989,CCL18,0.0,0.0,1.0,1.0
11990,POTEF,0.0,0.0,1.0,1.0
11991,AC013727.2,0.0,0.0,1.0,1.0
11992,AVPR2,0.0,0.0,1.0,1.0
11993,POTEG,0.0,0.0,1.0,1.0
11994,CCL19,0.0,0.0,1.0,1.0
11995,POTEH,0.0,0.0,1.0,1.0
11996,AL589642.1,0.0,0.0,1.0,1.0
11997,AC092941.1,0.0,0.0,1.0,1.0
11998,AC091564.4,0.0,0.0,1.0,1.0
11999,AL590609.3,0.0,0.0,1.0,1.0
12000,AC091544.2,0.0,0.0,1.0,1.0
12001,AL590560.5,0.0,0.0,1.0,1.0
12002,AL590491.2,0.0,0.0,1.0,1.0
12003,CCDC166,0.0,0.0,1.0,1.0
12004,ODF1,0.0,0.0,1.0,1.0
12005,CCDC172,0.0,0.0,1.0,1.0
12006,B3GNT3,0.0,0.0,1.0,1.0
12007,AC093159.1,0.0,0.0,1.0,1.0
12008,PNPLA5,0.0,0.0,1.0,1.0
12009,AL590440.1,0.0,0.0,1.0,1.0
12010,AL590438.1,0.0,0.0,1.0,1.0
12011,AC091493.1,0.0,0.0,1.0,1.0
12012,AC017033.1,0.0,0.0,1.0,1.0
12013,AC017037.5,0.0,0.0,1.0,1.0
12014,AL590369.1,0.0,0.0,1.0,1.0
12015,AL590608.1,0.0,0.0,1.0,1.0
12016,AL590640.1,0.0,0.0,1.0,1.0
12017,AL590286.2,0.0,0.0,1.0,1.0
12018,AC097526.1,0.0,0.0,1.0,1.0
12019,AL591022.1,0.0,0.0,1.0,1.0
12020,AC017002.1,0.0,0.0,1.0,1.0
12021,AL590989.1,0.0,0.0,1.0,1.0
12022,B3GNT8,0.0,0.0,1.0,1.0
12023,PNLIP,0.0,0.0,1.0,1.0
12024,AC017002.3,0.0,0.0,1.0,1.0
12025,PNLIPRP3,0.0,0.0,1.0,1.0
12026,AL590677.1,0.0,0.0,1.0,1.0
12027,AC017006.2,0.0,0.0,1.0,1.0
12028,TMEM190,0.0,0.0,1.0,1.0
12029,AC006372.1,0.0,0.0,1.0,1.0
12030,AL590666.5,0.0,0.0,1.0,1.0
12031,AC006111.1,0.0,0.0,1.0,1.0
12032,CCDC155,0.0,0.0,1.0,1.0
12033,AL590666.1,0.0,0.0,1.0,1.0
12034,AL590302.2,0.0,0.0,1.0,1.0
12035,AC011467.7,0.0,0.0,1.0,1.0
12036,TCL1B,0.0,0.0,1.0,1.0
12037,AC002529.1,0.0,0.0,1.0,1.0
12038,AC097528.1,0.0,0.0,1.0,1.0
12039,CCDC187,0.0,0.0,1.0,1.0
12040,TCN1,0.0,0.0,1.0,1.0
12041,AL589743.4,0.0,0.0,1.0,1.0
12042,AL589739.1,0.0,0.0,1.0,1.0
12043,CCDC194,0.0,0.0,1.0,1.0
12044,AC093010.2,0.0,0.0,1.0,1.0
12045,CCDC197,0.0,0.0,1.0,1.0
12046,AC011461.1,0.0,0.0,1.0,1.0
12047,ZNF280A,0.0,0.0,1.0,1.0
12048,AL589678.1,0.0,0.0,1.0,1.0
12049,AC011453.1,0.0,0.0,1.0,1.0
12050,AC091435.2,0.0,0.0,1.0,1.0
12051,AL589642.2,0.0,0.0,1.0,1.0
12052,AC013724.1,0.0,0.0,1.0,1.0
12053,AC002542.6,0.0,0.0,1.0,1.0
12054,AL589923.1,0.0,0.0,1.0,1.0
12055,AC017048.2,0.0,0.0,1.0,1.0
12056,AL589935.3,0.0,0.0,1.0,1.0
12057,AC017048.3,0.0,0.0,1.0,1.0
12058,AL590226.1,0.0,0.0,1.0,1.0
12059,OCLM,0.0,0.0,1.0,1.0
12060,AC093157.2,0.0,0.0,1.0,1.0
12061,AC006369.2,0.0,0.0,1.0,1.0
12062,AC093151.2,0.0,0.0,1.0,1.0
12063,AC011466.2,0.0,0.0,1.0,1.0
12064,AL590133.2,0.0,0.0,1.0,1.0
12065,AC004471.2,0.0,0.0,1.0,1.0
12066,MYZAP,0.0,0.0,1.0,1.0
12067,AC091489.1,0.0,0.0,1.0,1.0
12068,TCP10,0.0,0.0,1.0,1.0
12069,AC011465.1,0.0,0.0,1.0,1.0
12070,AC093083.1,0.0,0.0,1.0,1.0
12071,AL589946.1,0.0,0.0,1.0,1.0
12072,AL691520.1,0.0,0.0,1.0,1.0
12073,AL662844.3,0.0,0.0,1.0,1.0
12074,AC092834.1,0.0,0.0,1.0,1.0
12075,OR12D2,0.0,0.0,1.0,1.0
12076,TERT,0.0,0.0,1.0,1.0
12077,AC096708.2,0.0,0.0,1.0,1.0
12078,AC011995.1,0.0,0.0,1.0,1.0
12079,CACNA1F,0.0,0.0,1.0,1.0
12080,AC006159.1,0.0,0.0,1.0,1.0
12081,ANKRD33B-AS1,0.0,0.0,1.0,1.0
12082,AC000067.1,0.0,0.0,1.0,1.0
12083,AC096733.1,0.0,0.0,1.0,1.0
12084,AC092114.1,0.0,0.0,1.0,1.0
12085,AC002428.1,0.0,0.0,1.0,1.0
12086,AC092079.2,0.0,0.0,1.0,1.0
12087,OR1D2,0.0,0.0,1.0,1.0
12088,OR1B1,0.0,0.0,1.0,1.0
12089,PICSAR,0.0,0.0,1.0,1.0
12090,AC096751.2,0.0,0.0,1.0,1.0
12091,ANKRD40CL,0.0,0.0,1.0,1.0
12092,AC096666.1,0.0,0.0,1.0,1.0
12093,AC096659.1,0.0,0.0,1.0,1.0
12094,PHLDA2,0.0,0.0,1.0,1.0
12095,CABP5,0.0,0.0,1.0,1.0
12096,AC096637.1,0.0,0.0,1.0,1.0
12097,AC016722.1,0.0,0.0,1.0,1.0
12098,CACNA1C-AS3,0.0,0.0,1.0,1.0
12099,AC012038.2,0.0,0.0,1.0,1.0
12100,OR1L3,0.0,0.0,1.0,1.0
12101,TESPA1,0.0,0.0,1.0,1.0
12102,PHOSPHO1,0.0,0.0,1.0,1.0
12103,AC093519.2,0.0,0.0,1.0,1.0
12104,CACNA1C-AS4,0.0,0.0,1.0,1.0
12105,CACNA1C-IT1,0.0,0.0,1.0,1.0
12106,OR1F1,0.0,0.0,1.0,1.0
12107,AC002407.1,0.0,0.0,1.0,1.0
12108,AC012038.1,0.0,0.0,1.0,1.0
12109,AC096759.1,0.0,0.0,1.0,1.0
12110,AC096759.2,0.0,0.0,1.0,1.0
